date,open,high,low,close,volume,source,symbol
2024-03-18,3644.53,3644.75,3455.0,3520.5,32355.58072793,gate,ETH/USDT
2024-03-19,3520.5,3548.1,3151.0,3158.98,79055.10231372,gate,ETH/USDT
2024-03-20,3158.83,3535.17,3057.71,3516.16,97117.36804106,gate,ETH/USDT
2024-03-21,3515.75,3586.71,3412.21,3492.56,43611.73019719,gate,ETH/USDT
2024-03-22,3492.56,3542.16,3250.0,3336.45,44253.9258595,gate,ETH/USDT
2024-03-23,3336.46,3435.0,3270.48,3330.53,23813.23145157,gate,ETH/USDT
2024-03-24,3329.64,3470.68,3299.61,3454.36,21049.50619248,gate,ETH/USDT
2024-03-25,3454.63,3660.37,3420.41,3590.25,28387.91680133,gate,ETH/USDT
2024-03-26,3590.25,3678.69,3542.95,3587.55,27531.71347505,gate,ETH/USDT
2024-03-27,3587.56,3666.52,3460.87,3501.17,33477.94135089,gate,ETH/USDT
2024-03-28,3501.18,3611.58,3464.93,3560.82,111373.45167874,gate,ETH/USDT
2024-03-29,3561.13,3584.44,3473.06,3511.22,80967.41663941,gate,ETH/USDT
2024-03-30,3511.23,3565.5,3485.01,3505.55,33451.57930435,gate,ETH/USDT
2024-03-31,3505.55,3655.3,3505.0,3645.26,50447.16232798,gate,ETH/USDT
2024-04-01,3645.26,3645.7,3414.13,3503.91,121466.96851903,gate,ETH/USDT
2024-04-02,3503.91,3505.54,3212.21,3278.78,193209.96736094,gate,ETH/USDT
2024-04-03,3278.78,3367.44,3202.14,3311.08,114916.57996637,gate,ETH/USDT
2024-04-04,3311.35,3443.11,3251.72,3327.34,91876.0248328,gate,ETH/USDT
2024-04-05,3327.35,3345.63,3210.4,3317.91,115768.24016624,gate,ETH/USDT
2024-04-06,3317.92,3398.63,3306.96,3351.73,35382.13902632,gate,ETH/USDT
2024-04-07,3351.81,3459.33,3344.72,3454.15,44172.5386003,gate,ETH/USDT
2024-04-08,3454.16,3730.0,3407.42,3694.93,100003.35864936,gate,ETH/USDT
2024-04-09,3694.94,3725.94,3453.55,3506.17,121054.98117002,gate,ETH/USDT
2024-04-10,3506.17,3563.08,3413.63,3545.26,95113.58170355,gate,ETH/USDT
2024-04-11,3545.45,3617.88,3473.82,3502.53,71378.09475375,gate,ETH/USDT
2024-04-12,3502.53,3551.99,3077.1,3237.46,143210.17210631,gate,ETH/USDT
2024-04-13,3237.47,3302.24,2811.0,3006.62,291410.7025394,gate,ETH/USDT
2024-04-14,3006.98,3174.06,2906.42,3155.04,244163.9654566,gate,ETH/USDT
2024-04-15,3154.74,3277.46,3023.2,3102.1,201024.84015998,gate,ETH/USDT
2024-04-16,3102.1,3126.96,2988.37,3084.43,162079.49634425,gate,ETH/USDT
2024-04-17,3084.43,3123.07,2915.24,2985.42,155493.76625812,gate,ETH/USDT
2024-04-18,2985.28,3094.04,2952.65,3064.25,120258.22310687,gate,ETH/USDT
2024-04-19,3064.37,3127.86,2866.01,3056.26,202786.78383968,gate,ETH/USDT
2024-04-20,3056.26,3170.56,3019.01,3155.69,46738.60293551,gate,ETH/USDT
2024-04-21,3155.48,3197.14,3116.66,3147.95,37670.7712361,gate,ETH/USDT
2024-04-22,3147.95,3235.33,3129.5,3199.99,58273.41247748,gate,ETH/USDT
2024-04-23,3200.25,3262.99,3151.5,3219.63,39610.42231674,gate,ETH/USDT
2024-04-24,3219.63,3293.63,3105.91,3142.0,86385.36916307,gate,ETH/USDT
2024-04-25,3142.0,3191.04,3072.22,3156.27,85156.56970723,gate,ETH/USDT
2024-04-26,3156.28,3167.25,3102.66,3131.39,45850.18866566,gate,ETH/USDT
2024-04-27,3131.39,3283.87,3068.0,3255.14,60489.02478811,gate,ETH/USDT
2024-04-28,3255.15,3358.04,3250.0,3263.17,49840.67087053,gate,ETH/USDT
2024-04-29,3263.36,3287.42,3116.42,3216.42,105620.54940199,gate,ETH/USDT
2024-04-30,3216.49,3250.54,2920.92,3014.54,194821.51583182,gate,ETH/USDT
2024-05-01,3014.56,3023.06,2817.45,2972.24,226676.62816653,gate,ETH/USDT
2024-05-02,2972.24,3015.86,2893.28,2986.11,113118.72636436,gate,ETH/USDT
2024-05-03,2986.12,3126.39,2959.0,3102.57,98265.84250818,gate,ETH/USDT
2024-05-04,3102.57,3168.43,3092.61,3117.18,48094.17555441,gate,ETH/USDT
2024-05-05,3117.19,3171.98,3073.7,3136.43,47193.06622193,gate,ETH/USDT
2024-05-06,3136.48,3221.18,3046.53,3062.39,98840.54684648,gate,ETH/USDT
2024-05-07,3062.78,3129.57,3000.25,3005.89,86082.27319864,gate,ETH/USDT
2024-05-08,3005.88,3038.17,2937.64,2974.01,105344.82720704,gate,ETH/USDT
2024-05-09,2974.01,3058.91,2950.59,3036.28,66214.00234514,gate,ETH/USDT
2024-05-10,3036.28,3053.59,2877.74,2909.88,79030.6079649,gate,ETH/USDT
2024-05-11,2909.93,2946.03,2887.68,2912.46,27147.78512394,gate,ETH/USDT
2024-05-12,2912.46,2955.05,2901.77,2929.21,16046.75379638,gate,ETH/USDT
2024-05-13,2929.21,2995.0,2865.64,2950.97,82105.71047174,gate,ETH/USDT
2024-05-14,2950.97,2960.45,2862.06,2882.24,73155.75712389,gate,ETH/USDT
2024-05-15,2882.23,3040.6,2864.32,3032.26,80600.3542787,gate,ETH/USDT
2024-05-16,3032.26,3040.63,2923.56,2944.95,62410.4705796,gate,ETH/USDT
2024-05-17,2944.96,3119.9,2933.34,3092.76,62656.81600464,gate,ETH/USDT
2024-05-18,3092.1,3146.55,3084.25,3122.93,22709.6068148,gate,ETH/USDT
2024-05-19,3122.94,3136.51,3054.02,3071.21,33495.40860326,gate,ETH/USDT
2024-05-20,3071.17,3693.13,3048.48,3661.42,135789.12759566,gate,ETH/USDT
2024-05-21,3661.45,3842.85,3625.15,3789.19,269733.97891625,gate,ETH/USDT
2024-05-22,3789.75,3813.37,3653.36,3737.82,178240.87679393,gate,ETH/USDT
2024-05-23,3737.83,3948.06,3572.16,3781.92,329975.8602025,gate,ETH/USDT
2024-05-24,3781.91,3828.57,3629.58,3727.91,142469.2401584,gate,ETH/USDT
2024-05-25,3727.91,3778.89,3709.12,3749.5,19452.66497513,gate,ETH/USDT
2024-05-26,3749.51,3885.1,3732.14,3826.34,39859.78752973,gate,ETH/USDT
2024-05-27,3826.1,3977.8,3823.24,3894.11,89885.27451841,gate,ETH/USDT
2024-05-28,3894.12,3931.02,3774.55,3845.1,104951.173975,gate,ETH/USDT
2024-05-29,3844.41,3886.94,3744.62,3767.54,93727.92208037,gate,ETH/USDT
2024-05-30,3767.55,3825.48,3703.33,3747.99,73703.76444362,gate,ETH/USDT
2024-05-31,3748.17,3847.82,3724.37,3762.6,81960.84242274,gate,ETH/USDT
2024-06-01,3762.61,3833.0,3752.81,3815.75,20133.49039343,gate,ETH/USDT
2024-06-02,3815.35,3837.82,3752.1,3781.41,27355.61219246,gate,ETH/USDT
2024-06-03,3781.42,3850.11,3758.8,3767.05,58905.56004163,gate,ETH/USDT
2024-06-04,3767.06,3831.83,3732.73,3810.29,44583.7962416,gate,ETH/USDT
2024-06-05,3810.3,3887.22,3778.15,3865.79,67519.07121404,gate,ETH/USDT
2024-06-06,3865.79,3877.9,3760.91,3813.5,56405.95646407,gate,ETH/USDT
2024-06-07,3813.84,3841.6,3591.01,3678.57,102662.42530185,gate,ETH/USDT
2024-06-08,3678.58,3709.4,3661.79,3681.45,23821.92733417,gate,ETH/USDT
2024-06-09,3681.45,3722.02,3666.66,3706.47,15387.6281432,gate,ETH/USDT
2024-06-10,3706.48,3714.24,3644.45,3667.99,32982.35181503,gate,ETH/USDT
2024-06-11,3668.0,3672.81,3429.0,3497.21,233234.12254976,gate,ETH/USDT
2024-06-12,3497.2,3655.55,3461.29,3560.1,163000.89640235,gate,ETH/USDT
2024-06-13,3560.1,3560.97,3428.81,3468.84,124506.09876999,gate,ETH/USDT
2024-06-14,3468.84,3531.56,3362.99,3481.31,116152.97788816,gate,ETH/USDT
2024-06-15,3481.32,3592.72,3472.81,3568.75,78080.62891688,gate,ETH/USDT
2024-06-16,3568.76,3653.21,3541.37,3624.29,35989.77142028,gate,ETH/USDT
2024-06-17,3624.3,3637.6,3467.06,3511.51,153827.70517461,gate,ETH/USDT
2024-06-18,3511.51,3517.4,3356.41,3483.73,276989.98757418,gate,ETH/USDT
2024-06-19,3483.74,3588.04,3465.89,3560.47,102814.01113028,gate,ETH/USDT
2024-06-20,3560.48,3625.3,3486.53,3513.47,120615.30409461,gate,ETH/USDT
2024-06-21,3513.48,3547.55,3447.37,3518.17,154166.0291705,gate,ETH/USDT
2024-06-22,3518.53,3521.23,3476.18,3496.14,13979.74726041,gate,ETH/USDT
2024-06-23,3496.15,3520.68,3408.0,3421.08,33965.6228021,gate,ETH/USDT
2024-06-24,3421.25,3435.45,3243.0,3352.71,258632.30697186,gate,ETH/USDT
2024-06-25,3352.57,3430.0,3337.4,3394.83,85020.98962646,gate,ETH/USDT
2024-06-26,3394.83,3425.54,3326.39,3371.05,63635.23619059,gate,ETH/USDT
2024-06-27,3371.39,3476.89,3362.01,3450.2,51673.29135452,gate,ETH/USDT
2024-06-28,3450.21,3488.03,3367.05,3380.25,171342.1793972,gate,ETH/USDT
2024-06-29,3380.26,3407.8,3372.01,3378.63,12515.80665095,gate,ETH/USDT
2024-06-30,3378.64,3459.64,3353.06,3437.86,23094.4200271,gate,ETH/USDT
2024-07-01,3437.86,3523.64,3424.95,3442.33,59975.09963156,gate,ETH/USDT
2024-07-02,3441.96,3464.02,3402.15,3421.37,31791.00553708,gate,ETH/USDT
2024-07-03,3421.37,3431.98,3251.85,3295.0,112348.59178727,gate,ETH/USDT
2024-07-04,3295.37,3312.91,3051.02,3059.43,245375.2315305,gate,ETH/USDT
2024-07-05,3059.6,3109.06,2813.31,2981.72,429270.0007825,gate,ETH/USDT
2024-07-06,2981.73,3082.0,2955.78,3066.86,87784.08623601,gate,ETH/USDT
2024-07-07,3066.86,3073.21,2922.7,2930.97,87868.40595031,gate,ETH/USDT
2024-07-08,2931.21,3097.42,2823.23,3018.87,340462.63224166,gate,ETH/USDT
2024-07-09,3018.87,3114.22,3004.06,3066.23,167764.0000483,gate,ETH/USDT
2024-07-10,3066.24,3151.4,3024.4,3100.83,115809.31118826,gate,ETH/USDT
2024-07-11,3100.84,3215.99,3055.04,3099.58,126853.88898827,gate,ETH/USDT
2024-07-12,3099.59,3157.89,3046.58,3133.45,99468.1834874,gate,ETH/USDT
2024-07-13,3133.82,3201.42,3113.36,3175.96,37377.27687412,gate,ETH/USDT
2024-07-14,3175.97,3268.0,3163.46,3244.61,49353.38071355,gate,ETH/USDT
2024-07-15,3244.78,3493.1,3233.01,3483.28,139266.14416835,gate,ETH/USDT
2024-07-16,3483.28,3498.03,3346.74,3443.91,166876.64178115,gate,ETH/USDT
2024-07-17,3443.96,3516.67,3376.56,3387.57,106406.72145278,gate,ETH/USDT
2024-07-18,3387.32,3489.28,3367.08,3426.71,73218.87796409,gate,ETH/USDT
2024-07-19,3426.71,3540.74,3377.25,3503.86,140962.83299759,gate,ETH/USDT
2024-07-20,3503.87,3539.38,3480.07,3517.43,30714.07535229,gate,ETH/USDT
2024-07-21,3517.43,3547.21,3412.21,3535.53,76680.88397397,gate,ETH/USDT
2024-07-22,3536.05,3563.4,3422.58,3439.67,103637.88974626,gate,ETH/USDT
2024-07-23,3439.67,3540.92,3391.27,3482.79,47455.5220274,gate,ETH/USDT
2024-07-24,3482.8,3487.89,3300.0,3336.09,52230.20865759,gate,ETH/USDT
2024-07-25,3335.81,3342.34,3087.73,3174.54,150761.76239285,gate,ETH/USDT
2024-07-26,3174.84,3286.36,3170.9,3275.1,70903.1802385,gate,ETH/USDT
2024-07-27,3275.07,3327.38,3191.04,3249.29,68030.73055979,gate,ETH/USDT
2024-07-28,3249.29,3283.86,3198.6,3270.05,14886.6515783,gate,ETH/USDT
2024-07-29,3270.05,3398.01,3258.35,3317.98,38559.20699409,gate,ETH/USDT
2024-07-30,3317.99,3365.91,3233.9,3279.32,15604.21934026,gate,ETH/USDT
2024-07-31,3279.33,3349.72,3214.14,3232.58,26445.12017368,gate,ETH/USDT
2024-08-01,3232.6,3243.01,3080.68,3203.4,43919.84702136,gate,ETH/USDT
2024-08-02,3203.41,3218.06,2967.57,2989.7,45694.29741531,gate,ETH/USDT
2024-08-03,2989.71,3017.88,2858.87,2903.68,40948.27067033,gate,ETH/USDT
2024-08-04,2903.69,2934.73,2623.43,2688.53,58568.45771185,gate,ETH/USDT
2024-08-05,2689.0,2697.39,2100.0,2419.39,307365.41708632,gate,ETH/USDT
2024-08-06,2419.54,2555.02,2415.0,2461.19,143195.27144299,gate,ETH/USDT
2024-08-07,2461.29,2550.97,2308.3,2343.11,104941.04913231,gate,ETH/USDT
2024-08-08,2342.67,2724.33,2320.49,2683.06,93160.8984894,gate,ETH/USDT
2024-08-09,2682.66,2706.89,2552.76,2598.73,88146.30182081,gate,ETH/USDT
2024-08-10,2598.93,2645.15,2576.27,2609.69,31158.18620561,gate,ETH/USDT
2024-08-11,2609.7,2719.06,2540.0,2554.98,48815.41999843,gate,ETH/USDT
2024-08-12,2555.29,2750.47,2509.09,2722.03,84182.61287572,gate,ETH/USDT
2024-08-13,2722.28,2738.12,2610.63,2702.52,84058.3108887,gate,ETH/USDT
2024-08-14,2702.53,2782.18,2633.49,2661.42,55183.75923375,gate,ETH/USDT
2024-08-15,2661.42,2675.14,2516.25,2570.19,66568.01076788,gate,ETH/USDT
2024-08-16,2570.2,2631.39,2550.79,2592.54,49612.48313639,gate,ETH/USDT
2024-08-17,2592.71,2627.44,2587.63,2614.43,37762.79334695,gate,ETH/USDT
2024-08-18,2614.45,2686.53,2594.94,2611.9,27197.08277823,gate,ETH/USDT
2024-08-19,2612.3,2648.18,2563.74,2636.6,39159.09270466,gate,ETH/USDT
2024-08-20,2636.11,2695.28,2555.0,2572.95,50859.28610596,gate,ETH/USDT
2024-08-21,2572.67,2663.48,2536.79,2630.53,59815.3687693,gate,ETH/USDT
2024-08-22,2630.53,2644.49,2584.21,2623.09,42314.66595773,gate,ETH/USDT
2024-08-23,2623.1,2799.03,2621.37,2762.01,53351.74781162,gate,ETH/USDT
2024-08-24,2762.64,2819.68,2732.26,2768.7,26529.2941984,gate,ETH/USDT
2024-08-25,2768.2,2792.3,2733.84,2746.04,20289.92937891,gate,ETH/USDT
2024-08-26,2746.24,2761.84,2666.66,2680.53,31846.79321012,gate,ETH/USDT
2024-08-27,2680.54,2699.86,2393.08,2457.16,139117.81603745,gate,ETH/USDT
2024-08-28,2457.29,2554.47,2419.23,2528.12,169527.74202406,gate,ETH/USDT
2024-08-29,2528.24,2595.3,2506.06,2527.85,65906.9012855,gate,ETH/USDT
2024-08-30,2527.77,2552.01,2432.3,2525.92,88399.33781884,gate,ETH/USDT
2024-08-31,2525.92,2534.13,2492.41,2513.16,11255.91800136,gate,ETH/USDT
2024-09-01,2513.16,2516.13,2399.66,2425.8,64795.9216931,gate,ETH/USDT
2024-09-02,2425.73,2564.55,2423.63,2538.11,50365.14117535,gate,ETH/USDT
2024-09-03,2538.11,2553.41,2412.64,2425.3,43077.9346616,gate,ETH/USDT
2024-09-04,2425.29,2490.0,2306.12,2450.51,84166.78700437,gate,ETH/USDT
2024-09-05,2450.51,2465.86,2348.11,2368.75,59881.24309272,gate,ETH/USDT
2024-09-06,2368.75,2408.67,2150.48,2225.54,197012.63088815,gate,ETH/USDT
2024-09-07,2225.37,2311.39,2222.05,2273.36,19836.69336367,gate,ETH/USDT
2024-09-08,2273.37,2333.55,2240.7,2296.99,19398.21466177,gate,ETH/USDT
2024-09-09,2297.1,2380.16,2273.35,2359.23,59178.6409608,gate,ETH/USDT
2024-09-10,2359.21,2399.31,2321.19,2388.27,43130.49314737,gate,ETH/USDT
2024-09-11,2388.33,2389.11,2277.89,2340.15,62122.41339116,gate,ETH/USDT
2024-09-12,2340.15,2392.12,2315.5,2361.78,34791.98183578,gate,ETH/USDT
2024-09-13,2361.78,2464.38,2337.79,2439.21,44067.75568657,gate,ETH/USDT
2024-09-14,2439.25,2440.35,2374.2,2417.68,12511.82914019,gate,ETH/USDT
2024-09-15,2417.68,2430.14,2285.54,2316.28,25102.81169543,gate,ETH/USDT
2024-09-16,2316.28,2335.66,2252.57,2295.62,58974.97740805,gate,ETH/USDT
2024-09-17,2295.62,2393.18,2263.74,2341.85,47641.1680468,gate,ETH/USDT
2024-09-18,2341.85,2376.27,2277.37,2374.64,71693.01503891,gate,ETH/USDT
2024-09-19,2374.72,2494.25,2372.55,2465.11,60064.875,gate,ETH/USDT
2024-09-20,2465.16,2571.85,2437.56,2561.29,59743.29875321,gate,ETH/USDT
2024-09-21,2561.74,2622.71,2529.52,2612.64,15604.6841,gate,ETH/USDT
2024-09-22,2612.64,2632.41,2525.0,2580.93,25279.40814296,gate,ETH/USDT
2024-09-23,2580.93,2703.26,2539.86,2647.34,66289.95713625,gate,ETH/USDT
2024-09-24,2647.35,2671.25,2592.05,2653.28,55622.80271452,gate,ETH/USDT
2024-09-25,2653.28,2673.62,2555.13,2580.07,45276.01859724,gate,ETH/USDT
2024-09-26,2580.08,2665.5,2559.9,2631.93,46162.00537095,gate,ETH/USDT
2024-09-27,2631.94,2727.78,2615.78,2694.76,28189.13551572,gate,ETH/USDT
2024-09-28,2694.77,2704.4,2650.03,2675.4,12199.44372004,gate,ETH/USDT
2024-09-29,2675.4,2683.29,2634.84,2657.82,16712.0168426,gate,ETH/USDT
2024-09-30,2657.82,2663.24,2575.0,2602.01,48752.85906836,gate,ETH/USDT
2024-10-01,2602.02,2658.81,2413.44,2448.4,110271.53541837,gate,ETH/USDT
2024-10-02,2448.28,2498.92,2351.95,2364.52,98942.97194815,gate,ETH/USDT
2024-10-03,2364.46,2403.16,2310.16,2349.53,95232.53775466,gate,ETH/USDT
2024-10-04,2349.64,2440.93,2339.36,2414.42,55574.4619014,gate,ETH/USDT
2024-10-05,2414.42,2428.0,2390.2,2414.93,9177.80913343,gate,ETH/USDT
2024-10-06,2414.93,2457.29,2407.46,2440.14,10734.271449,gate,ETH/USDT
2024-10-07,2440.14,2520.79,2403.37,2422.84,76491.52153364,gate,ETH/USDT
2024-10-08,2422.82,2466.39,2401.47,2441.09,61776.4496097,gate,ETH/USDT
2024-10-09,2441.09,2473.13,2351.14,2370.59,51562.51950448,gate,ETH/USDT
2024-10-10,2370.6,2420.82,2330.97,2385.92,71045.15805306,gate,ETH/USDT
2024-10-11,2386.0,2470.84,2382.18,2439.2,44124.95947179,gate,ETH/USDT
2024-10-12,2439.24,2490.0,2434.48,2476.57,21463.7076473,gate,ETH/USDT
2024-10-13,2476.57,2484.61,2436.8,2469.08,19488.65397422,gate,ETH/USDT
2024-10-14,2469.08,2653.59,2443.66,2630.06,73665.01405412,gate,ETH/USDT
2024-10-15,2630.06,2688.43,2538.47,2607.6,92727.54693121,gate,ETH/USDT
2024-10-16,2607.51,2647.35,2589.05,2611.31,37091.40459599,gate,ETH/USDT
2024-10-17,2611.31,2647.8,2575.64,2605.6,25860.2832924,gate,ETH/USDT
2024-10-18,2605.64,2675.18,2596.98,2642.2,31828.99302795,gate,ETH/USDT
2024-10-19,2642.21,2663.51,2631.59,2648.06,9933.14787539,gate,ETH/USDT
2024-10-20,2648.16,2758.55,2635.98,2747.25,30631.52849575,gate,ETH/USDT
2024-10-21,2747.26,2769.78,2655.73,2666.51,49435.78349316,gate,ETH/USDT
2024-10-22,2666.51,2671.46,2606.9,2622.6,51200.967,gate,ETH/USDT
2024-10-23,2622.71,2627.39,2451.4,2525.04,65851.38398567,gate,ETH/USDT
2024-10-24,2524.94,2561.92,2507.54,2535.89,57245.67149108,gate,ETH/USDT
2024-10-25,2535.9,2565.89,2383.31,2441.23,88632.12813905,gate,ETH/USDT
2024-10-26,2441.24,2507.42,2430.68,2482.67,31117.38030749,gate,ETH/USDT
2024-10-27,2482.67,2527.54,2464.12,2507.84,14294.10277806,gate,ETH/USDT
2024-10-28,2507.88,2589.8,2471.59,2567.37,77401.20419835,gate,ETH/USDT
2024-10-29,2567.37,2681.54,2561.31,2638.88,142357.0187423,gate,ETH/USDT
2024-10-30,2638.85,2723.05,2600.04,2658.78,129445.83186307,gate,ETH/USDT
2024-10-31,2658.79,2668.88,2503.45,2518.6,110719.42019115,gate,ETH/USDT
2024-11-01,2518.61,2586.34,2467.84,2511.86,121093.42069257,gate,ETH/USDT
2024-11-02,2511.83,2523.47,2470.7,2494.27,20100.91419574,gate,ETH/USDT
2024-11-03,2494.28,2496.23,2410.82,2457.42,74381.1664,gate,ETH/USDT
2024-11-04,2457.5,2491.11,2358.39,2398.86,68897.0939,gate,ETH/USDT
2024-11-05,2398.51,2479.78,2381.15,2422.22,137677.70862166,gate,ETH/USDT
